,0
1938,469000
1939,470000
1940,471000
1941,472000
1942,473000
1943,474000
1944,467000
1945,468000
1946,469000
1947,470000
1948,471000
1949,472000
1950,473000
1951,474000
1952,475000
1953,467000
1954,468000
1955,469000
1956,470000
1957,471000
1958,472000
1959,473000
1960,474000
1961,475000
1962,467000
1963,468000
1964,469000
1965,470000
1966,471000
1967,472000
1968,473000
1969,474000
1970,475000
1971,467000
1972,468000
1973,469000
1974,470000
1975,471000
1976,472000
1977,473000
1978,467000
1979,468000
1980,469000
1981,470000
1982,471000
1983,472000
1984,473000
1985,467000
1986,468000
1987,469000
1988,470000
1989,471000
1990,472000
1991,467000
1992,468000
1993,469000
1994,470000
1995,471000
1996,472000
1997,473000
1998,467000
1999,468000
2000,469000
2001,470000
2002,471000
2003,472000
2004,473000
2005,474000
2006,475000
2007,476000
2008,467000
2009,468000
2010,469000
2011,470000
2012,471000
2013,472000
2014,473000
2015,474000
2016,475000
2017,476000
2018,467000
2019,468000
2020,469000
2021,470000
2022,471000
2023,472000
2024,473000
2025,474000
2026,475000
2027,476000
2028,467000
2029,468000
2030,469000
2031,470000
2032,471000
2033,472000
2034,473000
2035,474000
2036,475000
2037,476000
2038,467000
2039,468000
2040,469000
2041,470000
2042,471000
2043,472000
2044,473000
2045,474000
2046,475000
2047,476000
2048,467000
2049,468000
2050,469000
2051,470000
2052,471000
2053,472000
2054,473000
2055,474000
2056,475000
2057,476000
2058,477000
2059,478000
2060,467000
2061,468000
2062,469000
2063,470000
2064,471000
2065,472000
2066,473000
2067,474000
2068,475000
2069,476000
2070,477000
2071,478000
2072,467000
2073,468000
2074,469000
2075,470000
2076,471000
2077,472000
2078,473000
2079,474000
2080,475000
2081,476000
2082,477000
2083,467000
2084,468000
2085,469000
2086,470000
2087,471000
2088,472000
2089,473000
2090,474000
2091,475000
2092,476000
2093,477000
2094,467000
2095,468000
2096,469000
2097,470000
2098,471000
2099,472000
2100,473000
2101,474000
2102,475000
2103,476000
2104,477000
2105,467000
2106,468000
2107,469000
2108,470000
2109,471000
2110,472000
2111,473000
2112,474000
2113,475000
2114,467000
2115,468000
2116,469000
2117,470000
2118,471000
2119,472000
2120,473000
2121,467000
2122,468000
2123,469000
2124,470000
2125,471000
2126,472000
2127,473000
2128,467000
2129,468000
2130,469000
2131,470000
2132,467000
2133,468000
2134,469000
2135,470000
2136,467000
2137,468000
2138,469000
2139,467000
2140,468000
2141,469000
2142,467000
2143,468000
2144,469000
2145,467000
2146,468000
2147,469000
2148,477000
2149,478000
2150,474000
2151,475000
2152,476000
2153,477000
2154,478000
2155,467000
2156,468000
2157,473000
2158,474000
2159,475000
2160,476000
2161,477000
2162,478000
2163,467000
2164,468000
2165,469000
2166,470000
2167,471000
2168,472000
2169,473000
2170,474000
2171,475000
2172,476000
2173,477000
2174,478000
2175,479000
2176,467000
2177,468000
2178,469000
2179,470000
2180,471000
2181,472000
2182,473000
2183,474000
2184,475000
2185,476000
2186,477000
2187,478000
2188,479000
2189,467000
2190,468000
2191,469000
2192,470000
2193,471000
2194,472000
2195,473000
2196,474000
2197,475000
2198,476000
2199,477000
2200,478000
2201,479000
2202,480000
2203,467000
2204,468000
2205,469000
2206,470000
2207,471000
2208,472000
2209,473000
2210,474000
2211,475000
2212,476000
2213,477000
2214,478000
2215,479000
2216,480000
2217,467000
2218,468000
2219,469000
2220,470000
2221,471000
2222,472000
2223,473000
2224,474000
2225,475000
2226,476000
2227,477000
2228,478000
2229,479000
2230,480000
2231,481000
2232,467000
2233,468000
2234,469000
2235,470000
2236,471000
2237,472000
2238,473000
2239,474000
2240,475000
2241,476000
2242,477000
2243,478000
2244,479000
2245,480000
2246,481000
2247,467000
2248,468000
2249,469000
2250,470000
2251,471000
2252,472000
2253,473000
2254,474000
2255,475000
2256,476000
2257,477000
2258,478000
2259,479000
2260,480000
2261,481000
2262,482000
2263,467000
2264,468000
2265,469000
2266,470000
2267,471000
2268,472000
2269,473000
2270,474000
2271,475000
2272,476000
2273,477000
2274,478000
2275,479000
2276,480000
2277,481000
2278,482000
2279,483000
2280,467000
2281,468000
2282,469000
2283,470000
2284,471000
2285,472000
2286,473000
2287,474000
2288,475000
2289,476000
2290,477000
2291,478000
2292,479000
2293,480000
2294,481000
2295,482000
2296,483000
2297,467000
2298,468000
2299,469000
2300,470000
2301,471000
2302,472000
2303,473000
2304,474000
2305,475000
2306,476000
2307,477000
2308,478000
2309,479000
2310,480000
2311,481000
2312,482000
2313,467000
2314,468000
2315,469000
2316,470000
2317,471000
2318,472000
2319,473000
2320,474000
2321,475000
2322,476000
2323,477000
2324,478000
2325,479000
2326,480000
2327,481000
2328,482000
2329,467000
2330,468000
2331,469000
2332,470000
2333,471000
2334,472000
2335,473000
2336,474000
2337,475000
2338,476000
2339,477000
2340,478000
2341,479000
2342,480000
2343,481000
2344,482000
2345,467000
2346,468000
2347,469000
2348,470000
2349,471000
2350,472000
2351,473000
2352,474000
2353,475000
2354,476000
2355,477000
2356,478000
2357,479000
2358,480000
2359,482000
2360,467000
2361,468000
2362,469000
2363,470000
2364,471000
2365,472000
2366,473000
2367,474000
2368,475000
2369,476000
2370,477000
2371,478000
2372,479000
2373,480000
2374,481000
2375,467000
2376,468000
2377,469000
2378,470000
2379,471000
2380,472000
2381,473000
2382,474000
2383,475000
2384,476000
2385,477000
2386,478000
2387,479000
2388,480000
2389,481000
2390,467000
2391,468000
2392,469000
2393,470000
2394,471000
2395,472000
2396,473000
2397,474000
2398,475000
2399,476000
2400,477000
2401,478000
2402,479000
2403,480000
2404,467000
2405,468000
2406,469000
2407,470000
2408,471000
2409,472000
2410,473000
2411,474000
2412,475000
2413,476000
2414,477000
2415,478000
2416,479000
2417,480000
2418,467000
2419,468000
2420,469000
2421,470000
2422,471000
2423,472000
2424,473000
2425,474000
2426,475000
2427,476000
2428,477000
2429,478000
2430,479000
2431,480000
2432,481000
2433,467000
2434,468000
2435,469000
2436,470000
2437,471000
2438,472000
2439,473000
2440,474000
2441,475000
2442,476000
2443,477000
2444,478000
2445,479000
2446,480000
2447,481000
2448,467000
2449,468000
2450,469000
2451,470000
2452,471000
2453,472000
2454,473000
2455,474000
2456,475000
2457,476000
2458,477000
2459,478000
2460,479000
2461,480000
2462,481000
2463,467000
2464,468000
2465,469000
2466,470000
2467,471000
2468,472000
2469,473000
2470,474000
2471,475000
2472,476000
2473,477000
2474,478000
2475,479000
2476,480000
2477,467000
2478,468000
2479,469000
2480,470000
2481,471000
2482,472000
2483,473000
2484,474000
2485,475000
2486,476000
2487,477000
2488,478000
2489,479000
2490,480000
2491,467000
2492,468000
2493,469000
2494,470000
2495,471000
